"Yorum","Yildiz"
"Merhaba 5 ağustosta başlayan karadeniz batum turuna ailecek katıldık. Tur başlangıcı çok iyi başlasa da son gün tur rehberinin gecikme nedeniyle mikrofonda yapmış olduğu konuşma beni ve ailemi çok üzdü deyim yerindeyse tüm tadımızı kaçırdı sona doğru her iki çocuğum aman inmeyelim de bizi burda bırakmasınlar diyip otobüsten inmek istemediler.Çocuklarda böyle bir travma yaratan tur rehberi Ela hanımı ben ve ailem hiçbir zaman unutmayacağız yine otobüsü karakolla çekeceğinden bahisle bizi tehdit eden tur rehberi neden böyle birşey yaptı hiç bilmiyorum. Umarım işini doğru düzgün severek yapacak olan insanları tehdit etmeyen rehberlerle çalışırsınız.Yazık çok yazık .....","1"
"3-6 Temmuz Ankara çıkışlı Karadeniz Batum turuna katıldım. İlk gün kaldığımız Arsen Otel’de maalesef sıcak su yoktu. İki gün konakladığımız Kaptan Otelde kaldığımız odaların tavanları rutubetliydi. Çay ve su yoktu. Tur ücreti artırılıp daha konforlu oteller ile çalışılsa daha güzel olur.

Gezimizdeki diğer bir olumsuz durum rehber Uğur Beyin esas merak ettiğimiz tur içindeki en güzel ve önemli konumlar olan Uzun Göl ve Ayder yaylasına çok az zaman ayırmasıydı. Her iki yerde de teras kısımlarından sadece fotoğraf çekimi yaptırıldı. Bir yolcunun uyarısı ile Uzun Göl’ ün çevresine 5 dk inebildik. Ayrıca rehber Uğur Bey’ in gezilecek yerler ile ilgili olumsuz yorumları da gereksizdi.

Bu tarz kültür gezilerinde turizm ön planda olmalı. Ancak bizim turumuzda alışveriş kısmına daha çok zaman verildi. Yemek için ise son gün dışında hep anlaşmalı yerler tercih edildi. Bu da benim için olumsuz bir durumdu. Örneğin Karaster yaylasına çıkarken poğaça yemek zorunda kaldık. İnsanlar ne yiyeceği konusunda serbest bırakılmalı. Tavsiye başka bir şeydir emirvaki başka.

Ankara tur imkanları açısından zengin bir bölge. Bir daha Tatilino tercih edeceğimi düşünmüyorum.","1"
"Datça Badem çiçeği festivaline katıldık. Her şey çok keyifliydi. Serbest zaman gayet yeterliydi. Giderken 3 kere mola verdik. Planlama harikaydı. Rehberimiz Mustafa Bey'e ayrıca teşekkür ediyorum, kendisi bu kadar bilgiyi aklında nasıl tutuyo hayran kaldık. Ayrıca aklımızdaki soru işaretlerini de hemen cevapladı. Eğer antik kente çıkıp çıkmamak konusunda kararsızsanız kesinlikle çıkın. Evet yorucu oluyor fakat inanılmaz bilgiler öğrendim. Tek beğenmediğim yer otel oldu açıkçası. Odamızla ilgili birkaç problem yaşadık ama onlar da hemen çözüldü. Her şey için çok teşekkürlerrr🩷","5"
"13-15 şubat tarihleri arasında Erciyes turuna katıldık, her şey harikaydı. Özellikle rehberimiz Yasin bey bizlerle çok ilgilendi. İlk defa bir tura katıldım ve çok doğru tercih yaptığımızı fark etmiş olduk. Sürekli bilgilendirmeler yapıldı ve her şeyi bizim için en güzel şekilde hazırlamışlardı. Otel de otobüs de çok konforluydu. Şoförümüz Kemal bey ve rehberimiz Yasin bey iyi ki sizlerle tanıştık. Ankara’ya dönüş yolunda Yasin beyin çikolata ikramı çok hoş bir sürpriz oldu, işini seven iyi insanlar iyi ki var. Her şey için teşekkürler ☺️","5"
"Ankara’dan Erciyes’e uzanan konaklamalı tura annem ve kardeşim ile katıldık, Tatilino farkını her an hissettiğimiz muazzam bir tatil geçirdik. Bir turu sadece 'yolculuk' olmaktan çıkarıp 'unutulmaz bir anıya' dönüştüren en önemli şeyin ekip ruhu olduğuna bir kez daha şahit olduk.Öncelikle yol boyunca enerjisiyle hepimizi zinde tutan, her bir misafirle ayrı ayrı ilgilenen, o içten esprileri ve güler yüzüyle kalbimizi kazanan tur rehberimiz Kağan kardeşimize kocaman bir teşekkür borçluyuz. Yolun nasıl geçtiğini anlamadığımız gibi, sayesinde otobüste tam bir aile ortamı oluştu. Kendisinin ilgisi ve nezaketi turumuza gerçekten neşe kattı.
Tabii ki işin mutfağında, direksiyon başında bizi güvenle menzilimize ulaştıran, profesyonelliğiyle huzurlu bir yolculuk sağlayan kaptanımıza da ayrıca çok teşekkür ederiz. Konaklamadan ulaşıma kadar her detayın bu denli titizlikle planlanmış olması,Tatilino kalitesini bir kez daha kanıtladı.
Eğlence, kayak ve harika bir organizasyon arayan herkese Tatilino’yu gönül rahatlığıyla tavsiye ediyorum. Biz çok memnun kaldık, bir sonraki rotamızda yine sizinleyiz! Her şey için teşekkürler Tatilino ekibi!","5"
"Erciyes turuna katıldık tatilinoyla herşey çok güzel geçti nur hanıma çok teşekkür ederiz kendisi bizimle sürekli ilgilendi erciyes turu çok güzel kayak yapmak çok eğlenceli kesinlikle herkesin 1 kere dahi olsa buraya gelmesini tavsiye ederiz bütün tatilino ekibine teşekkür eseriz🩵❣️🩷💕","5"
"Bugün itibari ile karadeniz batum turu yaptık. Mustafa gürce rehberimiz ile gayet anlayışlı ve çok düşünceli bir rehberdi. Yönlendirmeleri, her adımda bizi bilgilendirmesi , bütçemizi düşünerek bizden biri gibi hareket ederek yardımcı olması çok güzeldi. Genol turizm ile seyahatimizi yaptık osman abi ile yolculugumuzu yaptık ve çok memnunduk. Araç içi rahatlığı ve araç temizliği 10 numaraydı. Gezi boyunca gayet herşey çok güzeldi. Rize de kaldıgımız otel hariç geri kalan otelleri beğendik ama Rize de ki akarsuyun yakınında olan otelin değişirse daha güzel olur. Batum - gürcistan turunda herşey on numaraydı Mustafa bey çok güzel yönlendirdi sorunsuz bir şekilde giriş-çıkışlarımızı yaptık. Ama batum turuna gemi turu eklenebilir ya da bırakılan geniş vakitte denize girilebilir. Deniz için malzemelerimizi alınması söylenseydi daha da güzel olabilirdi. Onun harici herşey mükemmeldi. Tekrardan Rehberimiz Mustafa Gürce beye teşekkür ediyorum","5"
"3 kuzen olarak katıldık hayatımızdaki en eğlenceli tatildi gerek turun dopdolu olması gerek otelin konumu her şey çok güzel ve eğlenceliydi. Otelin yemekleri çok güzeldi açık büfede çok fazla çeşit vardı çalışanları çok yardımsever ve güler yüzlüydü otelin en büyük artılarından biri olympos sahile yürüme mesafesinde olması. turun her gününde farklı bir eğlence vardı ve gerçekten dopdolu bir üç gün geçirdik. Hiç yorulmadık hiç sıkılmadık elif hanım enerjisiyle hepimize iyi geldi.Elif hanım bize her konuda yardım etti Rehberden çok bir arkadaş oldu bize kendisine teşekkür ediyoruz.💞","5"
"Turistlik doğu expresi gezinize katıldık. Başından sonuna kadar çok güzeldi rehberimiz oğuzhan bey eşliğinde çok güzel zaman geçirdik. Bidahaki tatil planımızı yapmaya başladık.","5"
"3 gece 4 gün kız kıza geldiğimiz Olympos turundan oldukça memnun şekilde ayrılıyoruz. Gelmeden önce hissettiğimiz tüm tur ve otel hakkındaki tedirginlikler giderek yerine dolu dolu keyifli bir tatil anısı bıraktı. Kaldığımız konaklama yerinin yemekleri, hijyeni ve misafirlere olan sıcak yaklaşımları bizi epey memnun etti. Özellikle tur rehberimiz Elif Hanıma çok teşekkür ediyorum. Tur boyunca her zaman sıcak samimi ve içten tavırlarıyla bizi müşteri gibi olmaktan çok arkadaşı gibi hissettirdi. Bir sonraki turlarımızda özellikle Elif Hanımı ve Tatilino turizmi tercih edeceğimiz hakkında hiç şüpheleri olmasın.🫶🏻","5"
"Başta Berkay bey ve tur rehberimiz Can hoca olmak üzere emeği geçen geçen herkese sonsuz teşekkürler. Her bir detayı düşünülmüş, gezdiğimiz yerler hakkında bilgi sahibi olduğumuz ve aile olduğumuz bir gezi oldu. Tekne turları, oteller, canlı müzikler, yemekler gerçekten harikaydı.Kesinlikle gönül rahatlığıyla tercih edilmeli. Geçirdiğimiz 5 günün her dakikası dolu dolu geçti. İlk fırsatta bir sonraki gezide görüşmek dileğiyle ❤️","5"
"Tatilino ile 2 gecelik Kayseri kayak turuna katıldım. Hem tur programı çok kapsamlıydı, hem de Nur hanımın düşünceli davranışları, bizler için elinden geleni yapması turu unutulmaz kıldı. Ben haftaya bir daha gitmek istiyordum ancak kontenjan dolmuş😭","5"
"Şüphesiz ki, şimdiye kadar karşılaştığımız en kötü tur şirketi. 1 Ocak'ta İstanbul'un ücretsiz yürüyüş turu için rezervasyonumuz vardı. Turdan önceki öğleden sonra iptal ettiler ve bu da planlarımızda önemli bir aksamaya neden oldu. 1 Ocak'ın yoğun bir tarih olduğunu anlıyoruz - hatta o gün bu turu sunan tek tur şirketi onlardı - ancak turu gerçekleştiremiyorsanız, web sitenizde listelemeyin veya en azından yeniden organize olabilmemiz için daha önceden haber verin. Daha da kötüsü, Civitatis aracılığıyla Sultanahmet Camii'nin rehberli turuna da rezervasyon yaptırmıştık. Turun rezervasyon yaptığımız gibi 14:00 yerine 09:00'da olacağını bildirmek için bir gün önce bizimle iletişime geçtiler, bu yüzden açıkçası, sabah için planladığımız başka aktiviteler olduğu için bu turdan da yararlanamadık. Ayrıca, Civitatis'i taklit ederek, açıkça Civitatis olmadıkları halde onların adıyla bizimle iletişime geçtiler, muhtemelen kötü görünmemek ve suçu Civitatis'e atmak için. Obviously, Civitatis is already aware of this. In short, if you want to avoid problems when planning your trip, book with other agencies.","1"
"Ücretsiz bir tura katıldık ve aslında oldukça keyif aldım. Tur sırasında rehber, şirketin öğleden sonra Boğaz turları da düzenlediğini ve her şeyi yol boyunca açıkladığını söyledi. Bize çok iyi bir şekilde tanıttı ve ertesi gün de rehberimiz olacağını söyledi. Başka bir şirketle akşam yemeği dahil Boğaz turu rezervasyonu yaptırdığımız için, onu iptal edip Viaurbis ile rezervasyon yaptırmaya karar verdik. Sorun şu ki, rehberin açıklama yaptığı teknede herkes için yeterli yer yoktu ve teknenin  bölümlerinden açıklamaları duyabileceğimiz hoparlörler de yoktu. Dahası, rehber ücretsiz turdaki rehberden farklıydı. Kısacası, açıklamaların hiçbirini duyamadığımız için Boğaz boyunca basit bir gezinti gibiydi. Bu yüzden bu şirketle Boğaz turuna katılmamanızı tavsiye ederim. Aynı fiyata akşam yemeği dahil olan ve çok daha güzel manzaralar sunan başka şirketler de var.","1"
"VIAURBIS es una empresa con NULA PROFESIONALIDAD y PÉSIMA GESTION.Éramos un grupo de 3 personas. CONTRATAMOS y PAGAMOS UN VIAJE EN GLOBO en la Capadocia con VIAURBIS, PERO NUNCA VOLAMOS. …","1"
"REZALET! Altı kişilik grubumuzu geri çevirdiler. Furkan ve Kubra (rehberler, bu ismi uydurmuş olmalılar) inanılmaz derecede tatsız, tamamen profesyonellikten uzak ve berbat rehberlerdi. KESİNLİKLE TAVSİYE ETMİYORUM. Turu yapmak istiyorsak, başlamadan önce kişi başı 20 € ödememiz gerektiğini söylediler, oysa ""ÜCRETSİZ TUR"" olması gerekiyordu. Bunun da ötesinde, İspanyolcaları oldukça zayıf.","1"
"Hicimos el free walking tour y el crucero por el fósforo y ambos dejaron mucho que desear. El guía del free walking tour (edu) muy buena onda pero daba datos que a nadie le importaba y se iba por las ramas hablando de tonterías, nos hizo un …","1"
"Hoy a las tres de la tarde hicimos la excursión en barco por el Bósforo y la excursión estupenda pero nosotros lo habíamos hablado con Edu para hacerla , y no vino, estuvo otro que no le entendimos nada, no me gustó porque su español no se entendía.","1"
"We were quite disappointed for many reasons:- The tour was too big, around 40/50 people for one guide, which makes it hard to gather and walk around the city …","1"
"Çok kötü, profesyonellikten uzak. Pamukkale ve Efes turu rezervasyonu yaptırdık. Kuponu imzalayıp ön ödemeyi yaptıktan sonra, WhatsApp üzerinden bize anlaşıp imzaladığımız tutardan 100 avro daha pahalı olduğunu yazdılar.","1"
"Rabia ile Viaurbis üzerinden Efes turuna çıktık. Tur açıklamasında yaklaşık 5 saatlik bir tur olduğu yazıyordu. İki saat sonra rehberimiz Rabia bizi yolcu etmeye başladı. sını görmek istediğimizi ısrarla söyledik ve Meryem Ana'nın evini görmeye gittik. Sonrasında, bir şey alıp alamayacağımızı görmek için bizi bir deri ceket mağazasına götürdü. Tüm bunlar 6 kişi için 210 avroya mal oldu. Kendiniz yapmayın.","1"
"Yürüyüş turu harikaydı 8/10 Ancak rehberin önerdiği yerler, gerçek yerel ipuçlarından çok, turist tuzaklarının sponsorlu reklamlarına benziyordu. Boğaz gün batımı turu 10/10 Sıcak hava balonu 4/10 Onlar aracılığıyla sıcak hava balonu rezervasyonu da yaptım, ancak acentenin tavrı ve hizmeti hiç de misafirperver değildi - saygısız tavırlarıyla iyilik yaptığını söyledi. Ayrıca, herhangi bir sorun çıkmazsa parayı iade edeceklerini söylediler - ancak bu koşulun yerine getirilmesi için onları takip etmeniz gerekiyordu. Yalnızca İspanyolca konuşan turlar/personel ile sınırlı değilseniz, başka bir acente aramanızı tavsiye ederim. PD: Sadece nakit ödemeler de genel değerlendirmeyi düşürüyor","2"
"21,2,26 El guia de la mañana ha estado bien. Nos ha dado buena información, además de simpático y atento. A los turistas, una vez finalizado el tour, les dan una caja de caramelos, si la reseña es positiva. Por la tarde cogimos un ferry para una visita por el Bósforo, el guia Edu bastante desastre..., no recomendable","2"
"The walking tour was great, but the Bosporus boat tour was very bad: too fool ( than 100 people seated very tight), lost of noise and most of the spots can be seen by public transport. Also, it was not safe (there was not life jackets). I only recommend the walking tour from this agency.","2"
"Hicimos un crucero por el Bósforo con viaurbis y fue un desastre. Fuimos como sardinas en lata no había manera de disfrutar de las vistas, el barco zarpó con retraso y durante el viaje no pararon de intentar vendernos cosas. No lo recomiendo en absoluto. Fueron los 20€ peor gastados.","2"
"Die Freewalking Tour endete hier mit einer Empfehlung eine Bootstour zu buchen. Für ca. 15 € wurden wir zur asiatischen Seite gefahren. …","2"
"Onlarla yaptığımız ücretsiz tur iyiydi ama Boğaz turu berbattı. Bir tekneye tıkıştırıldık, söyledikleri duraklara gidemedik ve ödediğimiz ücrete değmediğini düşündük (toplu taşıma teknelerinde tur fiyatının onda biri kadar ödediğimizde çok daha rahattık). Bunun tüm Boğaz turlarında böyle olup olmadığını bilmiyorum ama kesinlikle değmedi.","2"
"Hicimos un tour con Erdem y todo estupendo hasta que le dimos dinero al finalizar el tour. Nos recriminó que le habíamos dado poco y que le salíamos más caros de lo que le habíamos dado","2"
"Erdem her anlamda gerçek bir profesyonel. Ücretsiz ""Önemli Yerler"" turu aslında ücretsiz değil, çünkü ona bahşiş vermek zorunda olduğunuzu hissettiriyor; sadece en az 10 € kabul ediyor. Sonra size Asya yakasına 20 €'luk başka bir tur satmaya çalışıyor ve rehber olacağını iddia ediyor. Ama hiç de rehber değildi. O turu kahve ve kurabiye eşliğinde 14 €'ya yapabilirsiniz.","3"
"I write lots of reviews. I think hard about them. I don't give three stars lightly. We did both the walking tour and the boat tour. I'm glad we did both, but they both fell short of expectations. The walking tour was just not as good …","3"
"İyi bir tur, basit ama idare eder. Rehber de iyiydi.","3"
"Edu ile ücretsiz bir tura katıldık; kendisi şüphesiz çok deneyimli ve bilgiliydi, ancak rota nispeten kısa olmasına rağmen tur neredeyse üç saat sürdü, oysa iki saatte rahatlıkla tamamlanabilirdi. Bununla birlikte, Boğaz turu hakkında detaylı bir açıklama yaparak çok zaman harcadı ki bu da bence gereğinden fazlaydı.  turlardan bahsetmeleri sorun değil, ancak çoğumuzun hiç ilgilenmediği bir konuda bu kadar çok zaman harcamamaları gerekirdi.","3"
"Estuvo bien. Info básica. No se hace nada pesado. Me gustan mucho este tipo de tours y aprender lo máximo posible. Para mi opinión se queda corto de info…","3"
"Tekne turu fena değildi. (İngilizce) yürüyüş turumuzdan sonra tekne turuna katıldık, çünkü bize İngilizce konuşan rehberimiz olacağı söylenmişti (ki o da harikaydı). Ne yazık ki teknede, İngiliz ve İspanyol gruplar aynı teknede karışıktı ve her iki dili de konuşan bir rehberimiz vardı. Bu, İspanyolca yürüyüş turundaki rehberdi ve tekne turu boyunca çoğunlukla İspanyolca konuşuyordu ve genel olarak İspanyolca'da daha hevesli görünüyordu. Ayrıca, en üst katta değilseniz (herkes için yeterli alan yoktu), hoparlörler çok yüksek olmadığı ve motordan çok fazla ses geldiği için rehberi duymak çok zordu.","3"
"Pınar adında harika bir rehberimiz vardı. Çok enerjik ve faydalı bilgiler verdi. Saat 10:00 için rezervasyon yaptırmıştım ve 20 dakika önce gelmiştim, sonra rehber 10:10'da gelip yeterince kişi rezervasyon yaptırmadığı için 10:00 turunun iptal edildiğini söyledi. Bence bize önceden haber verilmeliydi.","3"
"Wir hatten mit Pinar eine Stadtführung gebucht, die war super. Lustig informativ, mitvielen Informationen zu Allmendingen Kultur Geschichze tägliches Leben usw. …","3"
"Olumlu
Yanıt verme, Kalite, Profesyonellik, Değer","4"
"Olumlu
Profesyonellik","4"
"Olumlu
Kalite, Profesyonellik","4"
"Olumlu
Değer","4"
"Olumlu
Profesyonellik, Değer","4"
"Rehberimiz Pınar ile harika bir tur yaptık, bol bol anekdot ve şaka anlattı. Çok ilginç şeyler öğrendik, kesinlikle buna değdi! Daha sonra, rehberimizin tavsiyesi üzerine bir tekne turuna katıldık. Pınar'ın bizimle gelmesi gerekiyordu ama gelmediği için biraz hayal kırıklığına uğradığımızdan bir yıldız eksik verdim. Her grup için aynı durumun geçerli olduğunu fark ettik. İspanyolca ve İngilizce konuşan farklı bir rehberle tur gayet iyiydi, bu yüzden neden yalan söylediklerini anlamıyorum. Ancak, İspanyolca konuşanlar İngilizce konuşanlardan  açıklama aldılar ;) Tekne turundan sonra rehberimiz bize çarşıda kısa bir tur yaptırdı, ama hızlı hareket etmemiz gerekiyordu ve aceleci hissettirdi... Yine de tavsiye ederim!","4"
"Ha sido estupendo. El guía muy correcto y muy simpático. Toda la información muy interesante.","4"
"Engin ile ücretsiz tura katıldık ve onun samimiyetini ve açıklamalarını takdir ettik. Ayrıca yemek yiyebileceğimiz bir cadde de önerdi ve fiyatlar oldukça uygundu. Yapıcı bir eleştiri olarak, turda Bazilika Sarnıcı ve Hipodrom hakkında  bilgi verilmesi gerektiğini düşünüyorum. Her biri için 2 veya 3 dakikalık bir açıklama tura değer katacaktır.","4"
"Muy bien el tour de Estambul … el guía es muy agradable y te lleva por los lugares contándote la historia !!","4"
"Ben yabancı arkadaşlarımla tura katıldım. Pınar Hanım tur planını detaylıca açıkladı ve her tur noktası hakkında gerekli bilgilendirmeleri yaptı. Kendisi çok şakacı ve tur bilgiendirmesi arasında esprileriyle ortamı yumuşattı. Teşekkür ediyoruz.","5"
"Katıldığım turdan çok memnun kaldım.Kusursuz bir organizasyona sahipti.Uzun zamandır en keyif aldığım turlardan biriydi diyebilirim.Rehberleriniz çok bilgili ve ilgiliydi.Muazzam anlatışlarıyla unutulmaz birkaç gün geçirmemize vesile oldular.Teşekkür ederiz.","5"
"Katıldığım en eğlenceli en bilgi verici turlardan biriydi. Rehberimizin güzel anlatımıyla tur çok keyifli hale geldi. Hiç sıkılmadık herkese tavsiye ederim😊
Olumlu
Profesyonellik","5"
"İlginiz için çok teşekkür ederim.Sorunsuz ve muntazam bir turdu benim için.İlgili çalışanlarınız ile muhteşem bir ekip olmuşsunuz.Bilgili rehberleriniz ile yakın iletişim içerisinde olmak ve adım adım bu sehri dolaşmak cok keyifliydi.Tekrardan teşekkür ederim.🙏🏻🙏🏻
Olumlu
Profesyonellik","5"
"Organizasyon çok başarılıydı. Çok keyifli bir deniyimdi. Kendim ve misafirlerim adına bütün çalışanlara teşekkür ederim. Sevgiyle kalın. 😊✌🏻
Olumlu
Yanıt verme, Kalite, Profesyonellik, Değer","5"
"Tur şimdiye kadar yaptığım en free tour. Erdem çok bilgilydi, tavsiye ediyorum","5"
"Mükkemmel ekip. Kesinlikle tavsiye ederim. Yabancı misafirlerimiz ayrı hayran kaldı biz ayrı hayran kaldık 🥰🥰🥰","5"
"Misafirlerimizi mükemmel bir şekilde ağırlamamıza vesile oldunuz teşekkürler 🙏🙏","5"
"Çok memnun kaldığım, keyif aldığım bir turdu. Bütün arkadaşlarıma tavsiye edeceğim :)
Olumlu
Kalite, Profesyonellik","5"
"İlgi alaka tek kelime ile harika bir deneyim oldu bizim için👍
Olumlu
Profesyonellik","5"
"Ben 3. Ye geldim tur ile daha önce
İstanbula ve Nevşehire gittim Yaser turizm ile bursa turu benim için tam bir hayal kırıklığı oldu sabah kahvaltısına gittik 2 kişiydik ve bizi hiç tanımadığımız insanların masasına geçmeye zorunda bıraktılar yani oraya 2 kişilik masa koymaktan aciz bir işletmede yemek yedik ama yemek güzeldi ama asla doyurucu değildi 1 tane omlet verdiler kimseye yetmez öğlen yemeğini yemeye gittik çalışanlarda ne bir ilgi alaka ne yemek menüsü hiç bir şey sunulmadı aç kalmamak için önümüze ne geldiğise onu yedik 1 tabak İskender hiç kimse doymadı insanlar otobüste sabahtan kalma yemeklerini yediler onun haricinde gezdiğimiz yerler güzeldi ama gezilecek yerlerde bize süre tanıyıp bizi serbest bırakacaklarına gezilmiyecek yerlerde serbest bıraktılar yemek konusu bir kez daha geleyim insanları bırakında nerede ne yiyeceklerini kendileri seçsinler insanları sadece bir yere bağlamayın 2 sene önce gelmiştim en son çok iyi geçmişti ama bu sene Hayal kırıklığı bir dahada gelmem.

NOT:benim rehberler ve şoför ile bir sıkıntım yok Yaser turizime eleştirim var.","1"
"Yaklaşık üç hafta önce Kapadokya turu için rezervasyon yaptırıp tüm ödemeyi peşin olarak yaptım. Bana özellikle her cuma kesin çıkış olduğunu ilettiler. Yıl dönümümüz için planımızı buna göre yaptık, her şeyimizi ayarladık.

Turdan bir gün önce arayıp sadece ‘rezervasyonunuz iptal olmuştur’ demeleri gerçekten akıl alır gibi değil. Ne bir açıklama, ne bir çözüm önerisi, ne alternatif bir tur… Hiçbir opsiyon sunulmadı. Direkt paranızı iade edelim dendi ve boşverildi resmen.

Bu kadar plansız, ilgisiz ve müşterisini mağdur eden bir işletmeyle karşılaşmak tam bir hayal kırıklığı. Güvenip tavsiye üzerine seçmiştik fakat aldığımız hizmet sıfır.

Ayrıca ben de turizmciyim ve misafire bu tarz bir iletişim kesinlikle kabul edilemez. Müşteriyle bu üslupta konuşulmaz, böyle süreç yönetilmez.
Bir daha asla tercih etmem ve kimseye de tavsiye etmiyorum. Müşteri memnuniyetinin bu kadar önemsenmediği bir işletmede verilen sözlerin hiçbir anlamı yok.","1"
"07.09.2025 tarihinde Ayvalık tekne turuna cıkdık ilk deneyimimdi yaser_ turizm pişmanlık oldu ön görüşme de Aracın büyük ve konforlu olduğu söylendiği halde maalesef ki aracın yanına gittiğimizde araç küçük fabrika servis araçları gibi ve koltuklar bir o kadar rahatsız dar bir koridor insanlar geçemiyor koridordan koltuklar birbirine yakın Ve ayrıca biliyorsunuz bu tür yolculuk seyahatlerde eğlenceli bir şekilde gidilir koridorlarda oynayarak ama bırakın oynamayı bizim koridorlarda bir insan bile geçerken koltuktaki insanlara değmeden geçemiyordu. telefonları şarj etmek için priz dahi yokdu uzun bir yolculuk olmasına rağmen Araçla seyahat etmek zorunda kaldık 7 . saatlik bir yolu eziyet haline gelerek yolculuk ettik tabii ki bu bizim gün içindeki tatilimiz de yansıdı tadını çıkaramadık çünkü çok yorulduk Ve ayrıca aracın sürekli sallaması ve hoplayarak gitmesi tam bir eziyetti yani bunun için bir açıklama bile yapma gereği duyulmadı araçların yanına geldiğimizde.
Kimseye tavsiye etmiyorum benim için tam bir pişmanlık oldu bu tür yolculuklara önyargıyla yaklaşıyordum yaser_ turizim sayesinde daha önyargılı oldum.","1"
"Yaser turizimle bir yere gidiyorsanız rezillikten başka bir şey yaşamazsınız konya’ya Tura gidiyoruz küçücük bir araba getirmişler bacaklarınız iki koltuğun arasına sığmıyor yola çıktığımızda bize gidiş yolunda uyuyun diye söylüyordu tur rehberimiz kendisi arka 5 li koltukta rahat rahat uyudu şöför beyle beraber bizler koltuklarda otururken omurgamız kolça kemiklerimize battı asla memnun olunacak bir tur değil kesinlikle tavsiye etmiyorum","1"
"19 Mayıs Büyükada&Heybeliada turuna katıldık. Maalesef hic memnun kalamadim çünkü gittiğimiz yerlerde sadece surada su saatte bulusulacak diye mesaj atildi. Rehberli bir tur satin aliyoruz ki o gun vapur bile ucretsizdi ancak rehberler kisi saymaktan baska hicbir sey yapmadi. Diger turlarin rehberleri yön belirtti surada su var diye iskelede herkesi toplayıp anlattilar bizim rehberlerimizi goremedik bile umarim bu yorumum ciddiye alinir. Daha once bir cok tura katıldım ilk defa bu kadar sorumsuz davranilan bir tur gordum sadece goturup biraktilar. Ayrıca aramizda birsey yasanmadi ancak 2 rehberden 1 tane hanimefendi cok agresif ve yanlis soylemlerde bulundu yanimizda diger rehbere şöyle demezsen anlamazlar bak kac kere boyle dedim kafalari almiyor falan dedi kulaklarimizla duyduk isimim açık sirkette numaram var gerekirse arayabilirsiniz. Bir daha asla tercih etmeyecegim umarim yorumlar dikkate alınır.","1"
"26 ekim yedigöller turunda öncelikle arac küçüktü telefonlar şarj etmek için priz yoktu parkur icin az saat verildi en önemlisi dönüş yolunda aracın balataları yandı o saatte o yolda insanları yolda bırakıp ilerlediler saatlerce insanlar otostop çekerek araca ulaştı şoförlerin tavırları çok çirkindi yaser turizm pişmanlıktır","1"
"Profesyonel rehberlik hizmeti diye belirtilen hizmet asla olmadı. Tur, sadece ulaşımı sağlayıp gidilen yerlerde yön tarifi yaparak “şuralara” gidebilirsiniz diyerek serbest zaman verdi. Asla tur ücretini hak etmeyen bir seyehatti. Tur olmadan gitmeniz daha kaliteli ve konforlu olacaktır. Tavsiye etmiyorum.","1"
"Daha önce birçok kez tura katıldığımız ve iyi bildiğimiz bir firmaydı. Son deneyimine kadar. İşlerinde profesyonel değiller. Çalışanlarının Birbirlerinden haberleri yok. Herhangi bir sorun yaşayıp Uyardığınız zaman da size kin güden, tur boyunca huzursuz eden , sözleriyle tavırlarıyla bunu herkesin içinde size hissettirip gezinizi mahveden bir çalışana sahipler. Müşteri ile ego yarıştıran insanlar bu işi yapmamalı. İnsan ilişkileri önemli bir iş kolu. İnsanlar bu gezilere hayatın stresinden sıkıntısından uzaklaşmak için gidiyor. Daha fazla sorun yaşamak için değil. Yaşadığım bu kötü deneyimi herkesle paylaşıyorum ki benim gibi canı sıkılmasın kimsenin. Kimseye tavsiye etmiyorum artık bu firmayı.","1"
"5 Mayıs Edirne kakava şenlikleri için ilk kez bu tur sirketini seçtik daha önce başka bir firmayla da gitmiştik Edirneye.
Eleştirim şu ki Türkiye'nin 4 te 3 ünü farklı tur şirketleri ile gezen biri olarak tur yapan firma misafirlerin kalacağı yeri yemek yiyecegi gezecegi yerleri ayarlar gerekli rezervasyon işlerini halleder ama malesef bu firma kakava senkiklerinden sınıfta kaldı organizasyon berbat millet aç kaldı diyebiliriz restoranlarda diğer tur şirketleri rezervasyon yaptığı için ve gelen misafirlerinin yemek işini güzel organizasyon yaptıkları için bizi almadılar yalvar yakar kendimizi acindirarak paranız olmasına rağmen zor zahmet yemek yiyenler şanslıydı bu durumu şirket yöneticilerine söylediğimizde ise milleti galayena getiren biri muamalesi gördük bu çok ayıp bir durum ve bize verilen cevap biz sizin yemeğinizi düşünmek zorunda değiliz tur işi böyle yapılmaz olmaz yazık millete herkez rezil oldu oralarda","1"
"Bizim 6 kişilik Bursa Gölyazı turumuzu kaporaları almalarına rağmen sabah 8 kalkışlı otobüsü akşam 6 da iptal ettiler. İş arkadaşlarımla gideceğimiz tatilin son saatlerde iptal etmesi hepimizi üzdü. Son dakika iptal ettikleri için başka turda ayarlayamadık. Bir daha asla tercihimiz olmayacak. Güven bu şekilde sağlanamaz.","1"
"29 Ekim günü Eskişehir kültür turuna katıldık.Bence bu kadar çok yer bir günde olmamalı veya dönüş daha geç olmalı. Her şey koştur koştur oldu. Yarım saatlik molada tuvalet ihtiyacımı gidereceğiz, namaz mı kılacağız, yemek mi yiyeceğiz …","2"
