Yorum,Yildiz,Ulasim,Rehber,Organizasyon,Otel,Yemek
"Arkadaşımla 3 gün 2 gece yılbaşı batum tiflis turuna katıldık. İlk kez bu tur şirketi ile bir yolculuğa katıldık. Herhangi bir tur isteğimde bir daha tercih etmeyeceğim bir firma, ofis de telefon ile iletişim kurduğumuz kişiler kaba ve iletişim kurması çok güç insanlardı. Tur esnasında gerçekten aksaklıklar yaşandı. Tur rehberimiz Emin bey genel anlamda iyi ve elinden geldiğince yardımcı olmaya çalışan biriydi fakat onunda yönetemediği yerler oldu yolculardan gerekli gereksiz çok fazla üstüne giden oldu bundan kaynaklı olduğunu düşünüyorum.",4,0,2,2,0,0
"Arkadaşlarımla beraber GAP turuna katıldık. Keyifli,doyamadığımız bir tur oldu. Görülmesi gereken yerleri çok güzel gezdirip tanıttılar. Otobüs yolculuğumuz da gayet rahattı. Rehberlerimize,şoförümüze çokça sevgileer.",4,1,1,1,0,0
Sinop turu için katıldım genel olarak tur oldukça güzeldi. Eğlenceli hoş vakit için kendinize 1 küçük gün ayırmak isteyen herkes düşünmeden alabilir. Yalnızca Erfelek şelalesi için verilen süre bana yeterli gelmedi ama tur kapsamında her şeye ve herkese yetmek için onlara da hak verebilirim :) ayrıca yeliz hanıma ilgisi için de çok teşekkürler kendisi hepimize 'Amaaannn' demeyi ve hayattan keyif almayı hatırlattı<3,4,0,0,1,0,0
25/28/09/2025 tarihli butik ege turunda misafir olduk rehber ve şoför arkadaşlarin ilgilerinden ötürü teşekkür eder cok harika gunler yasadik,4,1,1,1,0,0
Nesrin Hanım’la birlikte Ladik’e gittik. Çok fazla kar yoktu ama biz yine de karla oynadık ve çok keyifli bir zaman geçirdik. Her şey için kendisine çok teşekkür ederim,4,0,0,1,0,0
Samsun geziyor ile günübirlik Amasya turuna katıldık. keyifli ve eğlenceli geçen bir gün oldu. Rehberimiz Ayşe hanımda ilgiliydi. Teşekkürler 👏,4,0,1,1,0,0
"İlk defa tura Samsun Geziyor ile GAP turuna katıldım araç yazıldığı gibi kesinlikle lüx değildi,aksine otobüs eski olduğu için aşırı rahatsızdı, onun dışındakiler güzeldi.",4,1,0,1,0,0
"14 şubat cumartesi günü rehberimiz Neslin Hanım ile yaptığımız kapadokya turundan çok memnun kaldım. Rehberimizin ilgisi, samimiyeti, güler yüzü, sohbeti ve daha nicesi her şeyiyle çok iyiydi kendisi. Her şey için teşekkür ediyorum ilk turum olabilir ama son olmayacağı kesin (:",5,0,1,1,0,0
"Samsun Geziyor ile Amasya turuna katıldık ve gerçekten harika bir deneyim oldu. Özellikle tur rehberimiz Neslin Hanım’a ayrı bir parantez açmak istiyorum. Bilgisi, güler yüzü, ilgisi ve anlatımı sayesinde gezi çok keyifli ve dolu dolu geçti. Amasya’yı hem tarihini öğrenerek hem de hiç sıkılmadan gezdik. Her sorumuza sabırla cevap verdi, grupla çok güzel ilgilendi. Samsun Geziyor’a ve özellikle Neslin Hanım’a emekleri için çok teşekkür ederim. Gönül rahatlığıyla herkese tavsiye ederim!",5,0,1,1,0,0
"Bugün ""Samsun Geziyor"" eşliğinde Samsun-Amasya Turu yaptık Mükemmel manzaralar,müzeler vb. yerler çok güzeldi O mükemmel ötesi tren manzarası müthişti Amasya'nın havası mükemmeldi
ve bu gezide Nesrin hanım bize çok destek oldu ne sorun olsun olmasın bize her koşulda en iyi hizmeti verdi mükemmel rehberlik yaptı ve gezdiğimiz yerleri önem göstererek anlattı Nesrin hanımın bu emeği ve Samsun Geziyor'a gönülden teşekkür ederim. Mükemmelsiniz şimdi size bu manzaraları izlemeye bırakıyorum",5,0,1,1,0,0
"21 Aralık tarihinde Samsun Geziyor ile günübirlik Batum turuna katıldık ve beklentimizin üzerinde bir deneyim yaşadık. Tur süreci baştan sona planlı ve sorunsuz ilerledi. Rehberimiz Miraç beyin ilgisi, bilgilendirici anlatımı ve yönlendirmeleri sayesinde Batum’u kısa sürede verimli şekilde gezdik. Ulaşım konforlu, zaman yönetimi başarılıydı ve serbest zaman yeterliydi. Özellikle ilk kez Batum’a gidenler için oldukça rahat ve güven veren bir organizasyon.Günübirlik olmasına rağmen “keşke daha uzun kalsaydık” dedirten bir tur oldu. Emeği geçen herkese teşekkür ederim, Samsun Geziyor’u gönül rahatlığıyla tavsiye ederim ⭐⭐⭐⭐⭐",5,0,1,1,0,0
30 Ocak Ordu Çamtepe gezisine katıldım. Aracımız konforlu olduğu için yolculuk hızlı aynı zamanda rahat geçti ve daha önce hiç kayakla kayma deneyimim olmamıştı. Nesrin rehberimizin özellikle ilgilenmesi ve geziyi sürekli canlı tutması harikaydı. Teşekkürler Samsun Geziyor,5,1,1,1,0,0
10 Şubat Amasya gezisi için teşekkür ediyorum Rehberimiz Nesrin hanım yapmış olduğu rehberlige ve Kaptanımız Erhan beyin güvenli taşımacılığı çok güzeldi. Bundan Sonraki turlarda da bilrlikte olmayı temenni ediyorum,5,1,1,1,0,0
bugün 13 şubat trenli günübirlik amasya turundaydık. amasya sokaklarında yürümek ve ayrıca tren yolculuğu çok keyifliydi. tur rehberimiz neslin hanımın enerjisi de çok tatlıydı gayet memnun kaldık🫶,5,0,1,1,0,0
Tek kelime ile muhteşem bı gezi oldu. Aydanur hanım ve şoför ilker ve Serdar beye coooook teşekkürler.cok kaliteli otellerde kaldık . Özellikle aydanur hanım çok fazla ilgilendi ve çok uğraştı herkesi mutlu etmek için. Emeğine sağlık 💕💕 Giresun dan Samsun'a tur yok mu da Samsun'a gittiniz diyorlardı. Bu firma ile gitmek çok eğlenceli ve çok rahat idi. Teşekkürler 🙏,5,1,0,1,0,0
8 subat trenle Amasya turu beklentimizi fazlas ile karşıladı.Basta tur rehberimiz Nesrin hanımın güler yüzü anlatımı ve enerjisi çok güzeldi .Samsun Geziyora çok teşekkürler.Başka turlarda görüşmek üzere..,5,0,1,1,0,0
"8 Şubat trenli Amasya turumuz nesrin hanımın muhteşem önderliğinde çok güzel ve eğlenceli geçti. Amasya tarihiyle, kültürüyle, yöresel yemekleriyle güzel küçük dağın içinde var olmuş bir aşıklar şehri de diyebiliriz. Çok keyif aldım tur boyunca nice samsun geziyor ekibiyle başka turlara katılmaya.",5,0,0,1,0,1
"Tura yazılırken Ordu Boztepe, teleferik ve Ordu sahil gezisi olduğu söylendi. Ancak bu planların hiçbirine uyulmadı. Boztepe ve teleferik hiç gidilmedi. Buna rağmen bizim için cazip olmayan çay fabrikası ve bıçak fabrikası gibi yerlere götürüldük. Ordu Boztepe’ye gitmek istediğimizi özellikle belirtmemize rağmen hiç dikkate alınmadı.
Tur boyunca ciddi bir plansızlık ve ilgisizlik vardı. İki otobüs olmasına rağmen, bizim otobüsten talep olmamasına rağmen diğer otobüsün sürekli özel istekleri nedeniyle sürekli mola verildi. Nerede ve ne zaman mola verileceği sorulduğunda net bir cevap alamadık. Bu durum gezilecek zamanın boşa harcanmasına neden oldu.
Otele vardığımızda odada sedir yatak açılmıştı ve son derece rahatsızdı. Bunu yetkiliye ilettiğimizde “otel ayarlamış, benimle alakası yok” denilerek ilgisiz bir tavırla karşılaştık. Tur yetkilisiyle zaten yüz yüze dahi görüşme sağlanmadı.
Diger otobusler otelin onune gelirken bizim otobüs otelin önüne gelmedi ve yağmurda yaklaşık 40 kişi yürümek zorunda kaldı. Ertesi gün geç saatlere kalınmasına rağmen günlük programla ilgili hiçbir bilgilendirme yapılmadı. Saatler ve plan açıklanmadığı için gezinin yapılmayacağını anlayıp kendi planımızı kendimiz yapmak zorunda kaldık.
Yılbaşı gecesi yurt dışında olmamıza rağmen, internet erişimi olmayan kişiler düşünülmeden otobüsün kalkış yeri internet üzerinden bildirildi. Bu durum birçok kişi için ciddi bir mağduriyet yarattı.
Özetle; vaat edilen program uygulanmadı, iletişim yoktu, talepler dinlenmedi. Bu turu kesinlikle tavsiye etmiyorum.",1,2,0,1,2,2
"Tatillida seyahat acentesi ile katıldığımız Batum turundan hiç memnun kalmadık.

Yola çıkar çıkmaz verilen aşırı ve gereksiz molalar nedeniyle Sarp Sınır Kapısı’na çok geç ulaşıldı. Bu yüzden ilk gün programda olan gezilerin hiçbiri yapılmadı.

Otele ilk vardığımız gün otobüs otelin önüne gelmediğinden (sebebini bilmiyoruz) yağmur altında valizlerle 40 kişi otele yürüdük.

İkinci gün rehber son derece amatör ve ilgisizdi. Piazza Center’ın arka caddesinde bulunan Türk Mahallesi gibi önemli bilgileri bile paylaşmadı. Biz o noktada rehberde ayrılıp kendimiz gezmeye karar verdik. Para bozdurmak için götürüldüğümüz exchange noktaları en pahalı yerlerdi.

Yılbaşı gecesi otele dönüşte, tur yetkilisi ortada yoktu. Kendi aramızda bekleme noktası belirledik. Yabancı bir ülkede, interneti olmayan insanlar varken bu durum son derece riskliydi.

Dönüş yolunda teleferik programda olmasına rağmen gidilemedi. Tur programında olmayan bir çok dükkânda duruldu, yol uzadıkça uzadı ve Batum’dan dönüş neredeyse 24 saat sürdü.

Kesinlikle profesyonel olmayan, plansız ve mağduriyet yaşatan bir turdu. Tavsiye etmiyorum.",1,2,2,2,0,0
Ben ilk kez bu şirketle tura gittim fakat hiç memnun kalmadım .Kesinlikle plan yok haber alabileceğimiz grup son anda kuruldu .Paramı ödediğim halde ödeme yapılmamış diye geri arandım takip sıfır.Kahvaltı berbattı hiçbir şekilde doymadım .Gezi çok hızlı ve zamansız ilerledi nereyi gezdiğim naptıgım anlaşılmadı.,1,0,0,2,0,2
"Tura yazılırken Ordu Boztepe, teleferik ve Ordu sahil gezisi olduğu söylendi. Ancak bu planların hiçbirine uyulmadı. Boztepe ve teleferik hiç gidilmedi. Buna rağmen bizim için cazip olmayan çay fabrikası ve bıçak fabrikası gibi yerlere götürüldük. Ordu Boztepe’ye gitmek istediğimizi özellikle belirtmemize rağmen hiç dikkate alınmadı. Tur boyunca ciddi bir plansızlık ve ilgisizlik vardı. İki otobüs olmasına rağmen, bizim otobüsten talep olmamasına rağmen  otobüsün sürekli özel istekleri nedeniyle sürekli mola verildi. Nerede ve ne zaman mola verileceği sorulduğunda net bir cevap alamadık. Bu durum gezilecek zamanın boşa harcanmasına neden oldu. Otele vardığımızda odada sedir yatak açılmıştı ve son derece rahatsızdı. Bunu yetkiliye ilettiğimizde “otel ayarlamış, benimle alakası yok” denilerek ilgisiz bir tavırla karşılaştık. Tur yetkilisiyle zaten yüz yüze dahi görüşme sağlanmadı. Diger otobusler otelin onune gelirken bizim otobüs otelin önüne gelmedi ve yağmurda yaklaşık 40 kişi yürümek zorunda kaldı. Ertesi gün geç saatlere kalınmasına rağmen günlük programla ilgili hiçbir bilgilendirme yapılmadı. Saatler ve plan açıklanmadığı için gezinin yapılmayacağını anlayıp kendi planımızı kendimiz yapmak zorunda kaldık. Yılbaşı gecesi yurt dışında olmamıza rağmen, internet erişimi olmayan kişiler düşünülmeden otobüsün kalkış yeri internet üzerinden bildirildi. Bu durum birçok kişi için ciddi bir mağduriyet yarattı. Özetle; vaat edilen program uygulanmadı, iletişim yoktu, talepler dinlenmedi. Bu turu kesinlikle tavsiye etmiyorum.",1,2,0,1,2,2
"Kapadokya turuna katıldık herşey çok güzeldi alperen bey ve ahmet beye ayrıyeten samimi yaklaşımları için teşekkürler kahvaltı mekanı ve sonrası aktiviteleri çok güzeldi tek tavsiyem öğlen yemeği han restorant kısmında değişiklik yaparlarsa 5 yıldızlık bir tur olabilir turdaki çevremden kime sorsam hemen hemen çoğu yemeklerden memnun değildi yemekte bir sorun yaşadık ama bu tamamen han restorant kısmındaki bir problemden kaynaklı ve sonrasında ilgilenen olmadı ahmet beye bilgi verdim umarım bu konuda gereken yapılır onun dışında herşey çok güzeldi bize sadece kapadokya değil tüm nevşehiri gezdirmeye ve farklı tecrübeler edinmemizi sağladılar yakın zamanda yine kalabalık bir grupla tercih edeceğim bir acente tekrardan kaptan,alperen bey ve ahmet beye teşekkürler",4,1,0,1,0,1
"Merhabalar 🤗öncelikle belirtmek isterim ki daha önce Balıkesir ve İzmir'e gelmistim. Bu kez de arkadaşlarım ile maceraya atılmak istedim 💃İlk tur deneyimimdi. Bu vesile ile yoğun tempoyu sevmediğimi anlamış oldum. ( İlk gün giriş yaptığımız otel çok hijyenik gelmedi bir kaç şey gördüm ona istinaden söylüyorum 2. Otel güzeldi 👏)Gece 12 de yola çıktık sabah 9:30 gibi otele geçtik kahvaltı yapıp gezimize başladık. Yüzme molalı olduğu için çoğunlukla tercih etmiştim saat 16:00 da otelde serbest olacağımız bilgisi verilmişti otele dönüş saatimiz 17:00 oldu. Denize gir akşam yemeğe geç kalmamak için yoğun çabalarımız beni biraz yormuş olabilir. 😬
Ertesi gün sabah kahvaltımızı yapıp tekrar tut gezimize başladık akşam dönüş saatimiz 16:00 değil 19:00 oldu tekrar havuz yada deniz yapma fırsatımız olamadı çünkü yemek saati başlamıştı.
Yemeklerde yemek yiyebiliyorsunuz fakat herhangi bir soğuk meşrubat alamıyorsunuz bir arkadasimiz almıştı bende almak istediğimde sizin bileklik renklerimiz farklı dediler ve vermediler. O kadar yemek yiyip yaz ayında soğuk bir bardak içecek çok görülmemeli diye düşünüyorum 🙏
Genel olarak tur sahipleri ailecek bu sektöre baş koymuşlar ve eğlenceli, samimi, ve oldukça ilgililer zamanla çook daha güzel olacağını temenni ediyorum.🌼 Teşekkürler Alperen bey ve tatlı eşi ☺️",4,0,0,1,1,1
"Tatilida turunu birkaç kez kullandım. Önceki kullandığımda çok mennun kaldım, bize eşlik eden işletme arkadaşları da çok kibar anlayışlı insanlar gerçekten sevdim mennun kaldım. Bu hafta sonu adalar turuna katılmıştım onda da iletişim olarak çok iyi çok güzel ama araba olarak hiç mennun kalmadım ben ve arkadaşlar da aynı şekilde. Araba eski ve hiç rahat değildi birkaç gün bel bacak ağrısı yaşamış oldum, sizin daha konforlu araçlarınız var aslında ama bize denk geldi bu şekilde inşaallah daha iyi olur araçlarda. Selamlar 👍",4,1,1,1,0,0
Öğle yemeği hariç her şey güzeldi. Emeğinize sağlık.,4,0,0,0,0,1
"Merhabalar 🤗öncelikle belirtmek isterim ki daha önce Balıkesir ve İzmir'e gelmistim. Bu kez de arkadaşlarım ile maceraya atılmak istedim 💃İlk tur deneyimimdi. Bu vesile ile yoğun tempoyu sevmediğimi anlamış oldum. ( İlk gün giriş yaptığımız otel çok hijyenik gelmedi bir kaç şey gördüm ona istinaden söylüyorum 2. Otel güzeldi 👏)Gece 12 de yola çıktık sabah 9:30 gibi otele geçtik kahvaltı yapıp gezimize başladık. Yüzme molalı olduğu için çoğunlukla tercih etmiştim saat 16:00 da otelde serbest olacağımız bilgisi verilmişti otele dönüş saatimiz 17:00 oldu. Denize gir akşam yemeğe geç kalmamak için yoğun çabalarımız beni biraz yormuş olabilir. 😬 Ertesi gün sabah kahvaltımızı yapıp tekrar tut gezimize başladık akşam dönüş saatimiz 16:00 değil 19:00 oldu tekrar havuz yada deniz yapma fırsatımız olamadı çünkü yemek saati başlamıştı. Yemeklerde yemek yiyebiliyorsunuz fakat herhangi bir soğuk meşrubat alamıyorsunuz bir arkadasimiz almıştı bende almak istediğimde sizin bileklik renklerimiz farklı dediler ve vermediler. O kadar yemek yiyip yaz ayında soğuk bir bardak içecek çok görülmemeli diye düşünüyorum 🙏 Genel olarak tur sahipleri ailecek bu sektöre baş koymuşlar ve eğlenceli, samimi, ve oldukça ilgililer zamanla çook daha güzel olacağını temenni ediyorum.🌼 Teşekkürler Alperen bey ve tatlı eşi ☺️",4,0,0,1,1,1
"Safranbolu gezisi Elif hanım ve Alperen beye çok teşekkür ediyoruz. Kısa zaman içine bir çok şeyi sığdırdık ve de neşe içinde🥰 güler yüzünüz ve detaylı rehberliğniz muhteşemdi
Tavsiye ederim.",5,0,1,1,0,0
Elif hanımın rehberliği ve Alperen beyin şöförlüğü eşliğinde çok güzel bir tur oldu. Safranboludaki kültürel özelliklerini çok net bı şekilde anlattı ve her yeri gezdirler günümüz dolu dolu geçti bir kez daha teşekkür ediyorum Elif hanım Alperen bey ve tatillida ekibine❤️,5,0,1,1,0,0
25-26-27 Temmuz Butik Ege Turu kelimenin tam anlamıyla mükemmel geçti acenta yetkilileri ailece bu işi yapıyor ve size tam olarak aileden biri olduğunuzu hissettiriyorlar aynı firma ile bu ikinci tura katılışım .Rehberimiz çok bilgili enerjili ve şakacı anlatım yapısıyla hiç sıkmadığı gibi tüm otobüsü çok eğlendirdi ayrica tur acentasi otobüste eglenceli çekilişler düzenledi yanlız Ayvalık ta konakladığı mız otel hijyenik değildi İzmir oteli süperdi gezilen yerler içerisinde Foça'nın büyük bir zaman kaybı olduğunu düşünüyorum tek basima katılmış olmama rağmen kendimi hiç yanlız hissettirmedikleri ve güzel yerler görüp eğlenmeme katkı sağladıkları için Tüm acenta personeline tek tek çok teşekkürler bir sonraki turda görüşmek üzere iyi ki Tatillida 🫶,5,0,1,1,2,0
"30 Aralık Batum turuna katıldım, geçirdiğim en güzel tatillerden birisiydi, acenta yetkilileri oluşabilecek bütün sorunları çok iyi yönetti, emeği geçen herkese teşekkür ediyorum.",5,0,0,1,0,0
Kapadokya gezisi çok güzeldi iyiki sizi tercih etmişiz rehberimizden gayet memnun kaldık heryeri en ince ayrıntısına kadar anlattı yolculukta bizimle ilgilenen görevlide herşeyimizle ilgilendi bizi rahat ettirmek için ellerinden geleni yaptılar tüm tatilde turizim ailesine teşekkür ederim. Kesinlikle tercih edebilirsiniz.,5,1,1,1,0,0
"Çok eğlenceli,çok konforlu bir turdu. Her şeyle ve herkesle birebir ilgilenmeye çalışmanız da cok güzel tamamen tura katılan insanları nasıl eğlendirebiliriz adınaydı yapılan her şey teşekkür ederim bundan sonra fırsat buldukça yaptığınız gezilere katılmaya çalışacağım her sey icin tesekkurler Tatillida Turizm 😊",5,0,0,1,0,0
"Bu yılki kadınlar günümüzu Tatillida sayesinde mukemmel bir İstanbul gezisi ile kutladik. Eyüp Sultan, Yerebatan sarnıcı, sultanahmet, Ayasofya, Mısır çarşısı, finalde İstanbul Boğazı tekne turu ve teknede iftar , semazen gösterisi ve müzik programı ile önce düşünülmüş çok güzel bir gündü. Personel nezaketi, araç konforu, araç içi ikramlar, rehberimiz tekrar her şey için teşekkürler. Kesinlikle beş yıldızı hak eden bir firma.",5,1,1,1,0,0
Çok profesyonel bir ekip. Şiddetle tavsiye ederim.,5,0,0,1,0,0
"Çok harika bir ekip. Her zaman güler yüzlü, her sorunu hemen çözen profesyonel bir acenta. Tebrik ediyorum",5,0,0,1,0,0
"Tam bir fiyat performans turuydu. Kahvaltı için bizleri misafir ettikleri yer yeterli temiz ve doyurucu idi. Otobüse bindiğimiz andan itibaren ikramlarla hoşgörüleri ile bizleri çok iyi ağırladılar. Öğlen yemeği için tavsiye ettikleri yerde harika idi. Rehberlik eden arkadaşlar detaylı bilgi vererek kısa zamanda Kapadokya’nın görülmesi gereken tüm yerleri bizlere aktardı, keyifli ve eğlenceli bir tur yaşadık, 1 gece konaklamalı olduğunda daha keyifli olacağını düşünüyorum emeği geçen arkadaşlara teşekkür ederiz. İşinin Ehl-i insanlara rastladığımız için mutluyuz….",5,1,1,1,0,1
"Günübirlik tur diye çıktığımız Ankara–Ilgaz yolculuğunda maalesef ciddi bir plansızlık ve zaman yönetimi sorunu vardı. Sabah 07.30’da başlayan yolculuk, sürekli verilen gereksiz molalar ve kayak takımı kiralanan otellerde yapılan duraklamalar yüzünden 13.00’te ancak Yurduntepe Milli Parkı’na varabildi. Gidişte bu kadar zaman kaybedilirken dönüşte de program yine emrivakilerle ilerledi; önce kiralanan kayak takımlarının iade süreci için beklendi,yolda bir mola, bir de tuz mağazası derken Ankara’ya dönüş 22.15’i buldu. Günübirlik bir tur için bu kadar sıkışık, yorucu ve zamansız bir akış kabul edilebilir değil. Katılımcıların zamanı bu kadar plansız harcanmamalı. Daha net bir program, daha az duraklama ve katılımcıya önceden bilgi verilmesi şart. Aksi halde bu tür turlar keyiften çok yorgunluk yaratıyor. Aslında o bir yıldızı da sırf vermek zorunda olduğumuz için verdim yoksa onu bile haketmiyor! İnsanları turumuz ilgili yorum yapın diye zorlamak yerine eğlenceli ve zamanı yerinde kullanarak uğurlamış olsaydınız zaten dolu dolu yorumlar alırdınız. Görüyorum ki sosyal medya ve google yorumları tamamen şişirne insanları kandırma üzerineymiş. Üç kuruş fazla verir zamanımı daha doğru kullanacağım turlarla seyahat ederim. Bir daha asla Boray tur ile ne günübirlik tura nede kalmalı turlara katılmam. Plansız düzensiz işleyiş doğru bir işleyiş değildirn.",1,2,0,2,0,0
"9 Kasım Cumartesi günü yedigöller turuna katıldık. Sabah 7.35 gibi yola çıkıldı önce araçta sandviç dağıtıldı bir süre sonra mola verildi daha sonra yemek için bir yerde duruldu ki yamaçtaki fotoğraflar oraya ait. Daha önce araştırmadığımız için turu yemekli seçmiştik fakat böyle bir yerde ayakta kalacağımızı düşünmemiştik. Yemek tur ile satın alınınca 300 araçta satın alınınca 250 lira 😅 Para iadesi yapılacağını tur rehberi Reyhan hanım söyledi ben halledeceğim dedi fakat daha sonra turu aramamıza rağmen iadesi yapılmadı. Başka bir yerde yemek yiyemezsiniz denildi fakat yol boyu birçok yer vardı oralarda neden durulmadı bilemiyorum 🤔 Yedigöllere öğleden sonra 2 gibi varabildik gezmek için 2 saat vakit kaldı dönüş için 4 te toplanıldı. Orada restoran, kafe varmış aslında yemek almasak da olurmuş 🤭 Rehberin bize göller hakkında bilgi vereceğini düşünmüştüm fakat bilgilendirme yapılmadı sadece yolu tarif etti desem yeridir 😃 Kısacası ben turdan memnun kalmadım tur ile gezmek yerine turdan ayrılıp kendiniz gezerseniz daha iyi olur. Göllerin hepsini göremedik zaman yetmedi bize ama sizin için bunlar önemli değilse amaç sadece oraya gitmekse üzülmezsiniz 🤭",1,2,2,2,0,2
"15 Kasım’da katıldığımız Küre Dağları kanyon turu maalesef beklentilerimizin oldukça altında kaldı. Tura bir gün kala iletişim için grup kurulacağı söylenmesine rağmen herhangi bir bilgilendirme yapılmadı; turun gerçekleşip gerçekleşmeyeceğine dair hiçbir netlik yoktu. 10 kişilik grup olarak katılacağımızı belirtmemize rağmen hiçbir indirim uygulanmadı. Ayrıca birlikte rezervasyon yaptırdığımız halde yan yana oturma konusunda dahi kendi aramızda çaba göstererek çözüm bulmak zorunda kaldık.

Turda kullanılan minibüs, motor arıza ışığı yanmasına rağmen virajlı dağ yollarında devam etti ve bu durum güvenliğimizi ciddi şekilde riske attı. Zorunlu öğle yemeği için götürüldüğümüz işletmenin hijyen ve yemek kalitesi de kesinlikle tatmin edici değildi. Daha uygun fiyatlı alternatifler olmasına rağmen tarih uyduğu için Boray Tur’u tercih etmiştik, ancak organizasyon kalitesi beklentimizin çok altında kaldı.

Tüm bu aksaklıklara rağmen rehberimiz Nur Hanım elinden geleni yaparak süreci toparlamaya çalıştı; kendisine ayrıca teşekkür ederiz. Ancak genel organizasyon deneyimimiz dolayısıyla Boray Tur ile tekrar bir etkinliğe katılmayı düşünmüyoruz.",1,2,1,1,2,2
"Boray Tur’dan 17 Ocak Cumartesi için Ankara çıkışlı Erciyes turuna iki kişilik rezervasyon yaptırdım ve toplam 3.300 TL ödemeyi EFT ile gerçekleştirdim. Turdan yaklaşık 7–8 saat önce tarafıma yeterli katılım olmadığı gerekçesiyle turun iptal edildiği bildirildi. Katılım yoksa bu ücreti baştan neden tahsil ettiklerini de ayrıca anlamlandıramıyorum.

İptalden sonra WhatsApp üzerinden görüştüğümde ücret iademin 4–8 iş günü içinde gerçekleşeceği söylendi ancak bugün itibarıyla üzerinden 12 gün geçmesine rağmen hala herhangi bir iade yapılmadı. Hem turun son anda iptal edilmesi hem de verilen süreye rağmen ödediğim tutarın tarafıma geri ödenmemesi nedeniyle mağdur edildim.

Ödediğim 3.300 TL’nin bir an önce, gecikme olmadan EFT yoluyla tarafıma iade edilmesini ve bu gecikmenin neden yaşandığı konusunda da açık bir bilgilendirme yapılmasını talep ediyorum.",1,0,0,2,0,0
"Küçücük okul servisine 18 kişi tıklım tıklım dolup, en arka sırada 4 kişi hoplaya hoplaya beypazarı gölcük turu yapmısızdır. Büyük ihtimalle bu tarz bir servisle ilk turu olmamasına rağmen yaa diyerek bizi önemsemediği her halinden belli olan rehberler, hoplayarak gidiyor olmamızı şımarıklık olarak algılamıstır. Bir de rehberin yüksek sesle müzik dinleme zevkini biz arka tarafta oturanlar hoş karşılamadık. Kısar mısınız dememe rağmen hala sempatiklik yapmaya calısarak müziği o ses tonunda devam ettirip daha sonra yüzümdeki ciddiyeti anlayınca kısmak zorunda kalması pek hoştu. Müzik açılır tamam da kardeşim hoparlör benim kulağımın dibinde sen toplayarak gitmediğin için keyfin yerinde zevke gelir oynarsın o alanda da ben zaten midemi tutarak gelmişim bi de son ses müziği çekmek zorunda mıyım?",1,2,2,2,0,0
"24 ocak çıkış 25 ocak dönüşlü 1 gece konaklamalı tura katıldık. Katıldığımız turda tur rehberi olmasına rağmen hiç kimse ilgilenmedi. Kendileri tatile çıkmışlar gibilerdi. Yetkililer sarhoş şekilde başıboş davranıyordu, sorunumuzu dile getirmeye çalışırken manipüle edecek miş gibi baskın şekilde karşılık veriyordu, 2 gün ödemesini yapılan çocuklar için kızağı bilgimiz olmadan farklı araçla Ankara ya geri gönderdiler kısacası bu kadar rezalet bir firma ile yola çıkmamıştım aklı olan bu firmaya bulaşmasın",1,0,2,2,0,0
boray tur diğer turlara göre cok pahalı ve sadece bir arac için verilen gidiş geliş ücret onun dışında hiç bir aktivite yokduotobüsde cok sayıda cocuk vardı ve cocuk seslerinden cok etkilendik sanki çocukları kampa götürüyoruz gibi his vardı sabah kavaltısında meyve suyu yetmedi yerde ise sabah sabah kola ikram edildi ve o kadar küçük sandiviç ekmekle hiç bişey anlamadık çay kahve sunumları yokdu diğer turlar oranla hem pahalı hemde diğer turlar gibi restaron kahvaltı yokdu kayak takımı allahdan az kişi aldı aşadan anlaşmalı yerden aldırmak için insanları bir saat rehin aldılar beş kişiyi o kadar bekledik çok kişi olsa napçakdık akşama kadar milletin üst baş kayak ayakkabısı denemesini bekleycekdik otobüs içi cıkan tartışmada çalışan insanlarında bayana tavırları biraz kaba kaldı rehberimiz güler yüzlü hoş bayan ama tartışmada yetersiz kaldı durumu idare edemedi gerginlik yol boyu yansıdı ortama,1,2,2,2,0,2
"2026 ya girmek için İstanbul dan Batum turuna 16 yaşındaki kızımla katıldım . Güvenli olacağını düşündüm . Katılmaz olaydım dedirttiler sonunda . İstanbul dan tur otobüsü kalkmadı . Lux Karadeniz diye basit bir firmayla Trabzon'a kadar geldik . Mahvolduk yolda . Arayan soran yok rehberlerden . Bilgi veren yok . Soru sordugumda çelişkili cevaplar geliyor . Ücretini tam ödememe rağmen , yol boyunca ücrete dahil hiçbir etkinliğine katılamadım . Batum da da yılbaşı gecesi eğlence mekanına giderken yine hicbirseyden haberi olmayan tur rehberi Nuray hanım sayesinde insanlar şehirde kayboldu . Sırılsıklam vaziyette ve kendi cabalarimizla mekani bulduk sonunda . Baktım rehberin umrunda bile değil ... İlk geldiğimiz gün sehir turu yapıldı . Üşüdük otobüse geri geldik . Şoför ortada yok ve ulasilmiyor . 45 dakika soğukta donarak akşam saati adamın gelmesini bekledik . Siz siz olun bu şirketle asla bir yere gitmeyin . Organizasyon sıfır ,çözüm üretme sıfir , özür dileme sıfır . Kendi başınıza kalırsınız ...",1,2,2,2,0,0
